id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
794734,2 bedroom with a spectacular view,1148285,Elli,,Ward 77,-33.93428,18.40125,Entire home/apt,1128,5,4,2019-10-15,0.05,1,0
795400,"Woodstock House, Cape Town",4190050,Rob,,Ward 57,-33.93214,18.45167,Entire home/apt,1106,7,6,2019-01-07,0.09,1,338
795614,Architectural Home Magnificent View,4173981,Lisa,,Ward 77,-33.92839,18.40357,Entire home/apt,5025,10,16,2019-05-03,0.21,2,207
797038,Lovely Warm Woodstock Home,4198184,Jörg,,Ward 57,-33.93198,18.45045,Entire home/apt,1271,7,20,2020-01-01,0.22,2,0
800546,Glen Beach Villa Three Beach Views and Great Location,4214801,Mary-Louise,,Ward 54,-33.9469,18.37914,Entire home/apt,3804,1,42,2020-03-04,0.65,14,266
800623,Glen Beach Penthouse Boasts Exceptional Location,4214801,Mary-Louise,,Ward 54,-33.94707,18.37825,Entire home/apt,2806,1,57,2020-03-07,0.89,14,295
801399,"Bright, Colorful Green Point Apartment, Exclusive Poolside Views of the Ocean.",4218169,Roy,,Ward 115,-33.91125,18.40129,Entire home/apt,995,3,53,2020-03-25,0.62,3,275
801922,"19 LOADER STR, De Waterkant",4218169,Roy,,Ward 77,-33.9146,18.41388,Entire home/apt,1198,4,20,2019-12-15,0.25,3,358
801953,123 Ocean View Dr Apartment,4218169,Roy,,Ward 115,-33.91112,18.40273,Entire home/apt,995,3,32,2018-11-28,0.46,3,325
801981,The Perfect Holiday Home in Cape Town,4221634,Tim,,Ward 74,-34.04129,18.36164,Entire home/apt,4362,4,12,2020-01-07,0.15,1,365
807366,Cosy Cape Town Beach Cottage In Security Estate,4248754,Michaela,,Ward 55,-33.8846,18.48588,Entire home/apt,1341,4,22,2019-10-04,0.30,1,190
810042,Pineapple Cottage - Kalk Bay,4260566,Carol,,Ward 64,-34.12919,18.448,Entire home/apt,1097,3,16,2020-03-24,0.18,2,172
811611,8 On Burnside Under Table Mountain!,4267926,Ursula,,Ward 115,-33.93058,18.40854,Entire home/apt,1251,2,228,2020-03-05,2.61,1,352
812750,Lovely Room in 'The White House',3576139,Angela,,Ward 57,-33.93595,18.44451,Private room,408,2,77,2020-01-29,0.85,3,365
820332,The Lions Guest House–Elephant Room,539579,Antony,,Ward 77,-33.93135,18.40631,Private room,1462,1,8,2016-01-07,0.10,6,363
833429,Apartment Jade,615652,Doreen,,Ward 77,-33.93544,18.41819,Entire home/apt,2502,4,0,,,6,176
841353,Leopard Room  -Lions Guest House,539579,Antony,,Ward 77,-33.93247,18.40552,Private room,1463,1,6,2018-02-25,0.07,6,358
841355,Rhino Room - Lions Guest House ,539579,Antony,,Ward 77,-33.93103,18.40462,Private room,1483,1,20,2017-02-19,0.23,6,365
841358,Whale Room - Lions Guest House,539579,Antony,,Ward 77,-33.93191,18.40499,Private room,1431,1,1,2015-04-26,0.02,6,362
842387,The perfect place to stay and meet,4397998,Adam,,Ward 77,-33.93008,18.40549,Private room,576,2,74,2020-03-03,0.83,14,365
847143,Zaida's Spacious Garden Cottage,3849182,Zaida,,Ward 60,-33.9839,18.50215,Private room,697,3,0,,,7,365
847188,Zaida's Private Backpackers Den,3849182,Zaida,,Ward 60,-33.98424,18.50183,Private room,348,1,3,2017-01-25,0.04,7,365
847217,Zaida's Comfy. Cozy Guest Rooms,3849182,Zaida,,Ward 60,-33.98265,18.50383,Private room,401,5,3,2020-03-01,0.05,7,365
848061,Blue Charm Garden Cottage,4427614,Tania,,Ward 63,-34.01896,18.48062,Private room,593,2,13,2020-03-09,0.14,1,365
851342,Stunning apt on Clifton 1st beach,4444748,Percival,,Ward 54,-33.93507,18.37913,Entire home/apt,1203,2,176,2020-02-29,1.97,1,329
855361,"Spacious, Peaceful Estate with Mountain Views",4468950,Ashley & Debbie,,Ward 74,-34.01501,18.36165,Entire home/apt,1498,2,17,2019-09-25,0.21,3,272
857701,Bay Splendour in Simon's Town (Self Catering),4486696,Fatima,,Ward 61,-34.18086,18.42311,Entire home/apt,1498,3,13,2020-02-29,0.44,1,360
858426,"#3Portswood , 1 Bedroom",4492356,Wynand,,Ward 115,-33.91109,18.40938,Entire home/apt,1304,3,3,2020-02-05,0.04,3,363
858532,Stylish Fully Equipped City Loft,4492187,David,,Ward 115,-33.92607,18.42532,Entire home/apt,899,3,30,2020-03-14,0.39,1,364
861257,The perfect place to stay and meet,4397998,Adam,,Ward 77,-33.93011,18.40566,Private room,634,2,39,2020-03-12,0.48,14,364
875916,Llandudno Beach Penthouse 5 minutes from the beach,4625439,Maureen,,Ward 74,-34.00828,18.34458,Entire home/apt,1393,2,2,2019-12-14,0.11,4,346
879450,Mountain View Studio Apartment,692331,Louie,,Ward 58,-33.97675,18.47225,Entire home/apt,1271,2,74,2020-02-09,0.91,2,0
881590,THE SEXIEST APARTMENT FOR 4 IN Cape Town,2467055,Crispin & Ute,,Ward 115,-33.92947,18.42326,Entire home/apt,2555,5,24,2020-03-18,0.35,2,350
887577,Lakehouse on the water in Ecoestate,4706907,Bridget,,Ward 69,-34.11762,18.37963,Entire home/apt,8708,10,2,2020-01-06,0.12,1,147
889470,Taste of Tuscany,3006485,Gordon,,Ward 112,-33.82482,18.64252,Private room,1017,7,0,,,5,365
891240,Garden Studio,4735145,Alison,,Ward 71,-34.06974,18.41499,Entire home/apt,847,3,22,2019-11-23,0.25,2,151
893053,At Greenmarket Place apartment - stunning views,4749338,Katia,,Ward 115,-33.92222,18.41999,Entire home/apt,846,3,30,2020-02-04,0.40,2,360
897063,Central and Beautiful,3007944,Ian,,Ward 115,-33.91233,18.41226,Entire home/apt,705,2,71,2020-03-25,0.80,3,347
899774,The VIEW!! ★ Perfect for Longer Stays,4803091,Amelia,,Ward 77,-33.93457,18.41888,Entire home/apt,546,5,49,2020-03-31,0.57,1,0
900141,"Kapstadt, Milnerton Garden Cottage",4806391,Peter,,Ward 55,-33.87805,18.4963,Entire home/apt,1149,4,13,2020-03-05,0.20,1,288
900802,Belvedere on Barkley - Oak Suite,4812503,June,,Ward 58,-33.96002,18.48096,Private room,592,1,1,2020-03-08,0.37,2,331
906093,Table Mountain View Bachelor Home Away From Home,2469634,Clyde,,Ward 115,-33.91278,18.41511,Entire home/apt,1057,3,49,2020-03-14,0.59,2,364
911211,The Loft,615652,Doreen,,Ward 77,-33.93239,18.40735,Entire home/apt,3647,1,22,2020-02-07,0.28,6,360
919640,luxury home in upmarket constantia ,4940476,Andrew,,Ward 73,-34.02218,18.45549,Entire home/apt,8724,14,0,,,1,365
924525,Neptune Isle 301,3961453,Jolene,,Ward 55,-33.89386,18.48147,Entire home/apt,1445,2,4,2020-02-06,0.11,56,365
930318,Penthouse with Panoramic Sea Views,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.95952,18.3757,Entire home/apt,6608,4,7,2020-04-17,0.09,14,267
930469,Penthouse with Sweeping Sea and Mountain Views,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96061,18.37578,Entire home/apt,8475,3,11,2020-03-14,0.40,14,302
930476,Breathtaking Ocean Views from a Luxury Beach Villa,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96041,18.37494,Entire home/apt,9127,3,9,2020-02-21,0.25,14,316
930482,Contemporary Serviced Apartment near Bakoven Beaches,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96065,18.37492,Entire home/apt,22008,1,4,2019-03-03,0.16,14,280
930488,"Best location with pool, 50 meters to Beach",5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96035,18.37424,Entire home/apt,9127,3,7,2019-11-19,0.23,14,302
933618,"Primaview, Camps Bay, Cape Town",5033305,Jono,,Ward 54,-33.95355,18.38767,Entire home/apt,1396,4,154,2020-03-29,1.75,1,118
957549,Braemar Cottage,5207475,Beth,,Ward 57,-33.95111,18.48185,Entire home/apt,958,3,42,2020-02-13,0.53,1,365
988881,"Long lease, Cape Town, unfurnished.",5428414,Naomi,,Ward 74,-34.03302,18.36112,Entire home/apt,436,360,0,,,1,365
991674,"Spacious, light, idyllic family home",5446179,Stephen,,Ward 64,-34.08967,18.46343,Entire home/apt,1745,1,3,2019-12-31,0.10,1,210
996369,"Fresh, contemporary garden cottage",3374257,Diana,,Ward 74,-34.04563,18.36627,Entire home/apt,983,4,3,2019-03-23,0.07,5,364
1001920,GlenBeach Villa - Home in Simon's Town Cape Town,5510268,Natalie,,Ward 61,-34.15805,18.43185,Entire home/apt,1501,2,7,2020-02-20,0.25,5,364
1002060,Harbour Lights-Simon's Town,5510268,Natalie,,Ward 61,-34.19545,18.44126,Entire home/apt,1533,2,12,2020-03-08,0.28,5,359
1004855,"2 Bed apt, close to Camps Bay beach with a garage",5527126,Elize,,Ward 54,-33.96331,18.37749,Entire home/apt,1692,3,7,2020-02-17,0.09,17,179
1005168,"Sea view Villa in Secure Gated  Estate ,Cape Town",5528437,Nicky,,Ward 74,-34.01217,18.35776,Entire home/apt,5496,7,13,2019-12-29,0.17,1,358
1007850,Afribode's Alexander Loft,5509428,Afribode,,Ward 115,-33.92368,18.42208,Entire home/apt,899,3,5,2017-05-07,0.09,41,335
1012627,Afribode's Acacia Place,5509428,Afribode,,Ward 115,-33.92439,18.42294,Entire home/apt,884,1,7,2020-03-15,0.20,41,324
1012712,Afribode's Afrinest,5509428,Afribode,,Ward 115,-33.92479,18.42163,Entire home/apt,1075,1,6,2020-03-01,0.09,41,326
1013146,Gorgeous and comfortable home with warm family,807223,Katrine,,Ward 59,-33.99796,18.46698,Private room,332,2,16,2019-01-19,0.20,3,0
1019660,DUCKS CROSSING,5613711,Sandra,,Ward 73,-34.04447,18.4619,Entire home/apt,2403,2,0,,,1,365
1022524,Clifton Beach House Seascape,5629456,Gavin,,Ward 54,-33.93998,18.3754,Entire home/apt,5496,3,10,2019-10-29,0.18,4,300
1040292,Afribode's Antares Loft,5509428,Afribode,,Ward 115,-33.92344,18.42298,Entire home/apt,916,3,3,2015-04-07,0.05,41,339
1040329,Afribode's Cape Citi Loft,5509428,Afribode,,Ward 115,-33.92486,18.42288,Entire home/apt,1198,1,8,2017-07-10,0.11,41,328
1040458,Large self catering en-suites,5728726,Mark,,Ward 115,-33.91206,18.41139,Private room,1921,6,8,2016-02-28,0.11,2,0
1041231,Live the life,5728726,Mark,,Ward 115,-33.9123,18.41308,Entire home/apt,1921,5,9,2016-02-20,0.13,2,0
1041398,Modern Sea View Villa in Camps Bay,4073500,James,,Ward 54,-33.95875,18.38149,Entire home/apt,3504,2,20,2020-03-01,0.24,4,316
1041922,Affordable Six Bed Sea View Villa W/pool in Camps Bay,4073500,James,,Ward 54,-33.95875,18.38149,Entire home/apt,6290,2,46,2020-03-23,0.61,4,288
1043446,Afribode's Life Loft,5509428,Afribode,,Ward 115,-33.92345,18.42201,Entire home/apt,899,1,2,2016-01-06,0.03,41,321
1044058,Afribode's Graffiti Loft,5509428,Afribode,,Ward 115,-33.92291,18.4234,Entire home/apt,899,1,5,2019-02-25,0.06,41,330
1044351,Afribode's Cape City View,5509428,Afribode,,Ward 115,-33.92483,18.42346,Entire home/apt,884,1,1,2014-01-05,0.01,41,329
1046611,Between the Sea & the City,5762466,Kate,,Ward 77,-33.93621,18.41708,Private room,1623,2,18,2018-03-11,0.21,1,107
1046677,Afribode's African Icon,5509428,Afribode,,Ward 115,-33.91901,18.42328,Entire home/apt,899,1,4,2016-04-23,0.08,41,327
1047449,Afribode's Aeicon Suite,5509428,Afribode,,Ward 115,-33.9185,18.42469,Entire home/apt,899,1,2,2016-05-20,0.04,41,322
1048451,Beautiful Beach Flat,5589045,Shereeze,,Ward 107,-33.82312,18.47778,Entire home/apt,1280,3,6,2020-02-16,0.08,1,0
1049588,Afribode's Atlantic View Terrace,5509428,Afribode,,Ward 115,-33.91879,18.4229,Hotel room,1198,1,16,2019-03-28,0.20,41,279
1049807,Afribode's Rockefeller Suite,5509428,Afribode,,Ward 115,-33.91525,18.41952,Hotel room,1163,3,6,2019-02-24,0.08,41,340
1049961,Afribode's Adenium Beachfront,5509428,Afribode,,Ward 115,-33.89982,18.40485,Entire home/apt,1169,1,1,2014-08-23,0.01,41,277
1050007,Afribode's Studio Martini,5509428,Afribode,,Ward 115,-33.92666,18.41511,Hotel room,881,1,10,2019-03-05,0.19,41,337
1058642,Camps Bay Guesthouse,5807357,Michaeljon,,Ward 54,-33.9514,18.38436,Entire home/apt,2238,45,181,2020-03-17,3.35,1,6
1067896,Creative 1BD cottage in Constantia,1823537,Margot,,Ward 73,-34.02178,18.45929,Entire home/apt,855,2,29,2018-03-30,0.36,1,365
1069441,Walk to Beach! Large Holiday House,5883506,Jan,,Ward 54,-33.95102,18.38212,Entire home/apt,2076,2,153,2020-03-14,1.92,2,5
1075794,Fabulous 1-Bedroom De Waterkant Apt. WiFi included,1852795,Jenny,,Ward 115,-33.91549,18.41952,Entire home/apt,1304,5,31,2020-03-24,0.37,3,328
1081311,Double room available in Cape Town,5947217,Renate,,Ward 4,-33.86704,18.50602,Private room,271,1,63,2020-03-27,0.94,1,365
1096480,Camps Bay Family Beach House & Pool,6024901,Jennifer,,Ward 54,-33.95105,18.38041,Entire home/apt,4798,10,4,2020-02-18,0.06,1,223
1101917,Maximise Outdoor Living at a Tranquil Garden Hideaway,2789205,Martin,,Ward 62,-34.00644,18.42661,Entire home/apt,3831,3,55,2020-04-04,0.69,3,239
1111212,SC TOPDECK,6099617,Swen,,Ward 100,-34.16258,18.86784,Entire home/apt,2107,3,18,2020-01-03,0.23,1,365
1113647,Bungalow Beach Villa - Cape Town,6111977,Frankie,,Ward 61,-34.12859,18.33909,Entire home/apt,5799,5,0,,,38,364
1116491,"Kommetjie Way, Kommetjie, Cape Town",6111977,Frankie,,Ward 61,-34.13046,18.33639,Entire home/apt,3797,3,2,2019-01-07,0.04,38,340
1123135,Top Floor 2 bed 2 bathroom luxury in Greenpoint,6022497,Ben,,Ward 115,-33.91093,18.4099,Entire home/apt,2784,7,20,2020-02-19,0.25,1,330
1155870,Serendipity608 Blouberg Cape Town,6334194,Elizianne,,Ward 23,-33.80019,18.46225,Entire home/apt,1097,2,24,2019-12-30,0.31,2,365
1162602,Top Sea View Apartment with Style!,6367541,Nicole,,Ward 54,-33.91843,18.39342,Entire home/apt,670,2,20,2020-02-13,0.39,1,365
1167103,Avocet Cape Town Villa home/apt in Cape Town,79694,Harriet,,Ward 113,-33.83305,18.49519,Entire home/apt,1254,90,0,,,8,365
1167111,Avocet Cape Town Villa Guest House,79694,Harriet,,Ward 113,-33.83305,18.49519,Private room,610,1,3,2016-02-18,0.04,8,365
1176660,"Contemporary Duplex with Balcony, Parking & Washer",2516345,Jaco,,Ward 4,-33.86715,18.50101,Entire home/apt,592,3,6,2019-12-18,0.18,66,336
1182416,905 The Decks on Long Street,5808514,Brad,,Ward 115,-33.92179,18.42015,Entire home/apt,1392,3,25,2020-01-21,0.45,3,290
1191976,Unwind at a Bespoke Sea View Studio near the V&A Waterfront,3809204,Chantal,,Ward 115,-33.89995,18.40758,Entire home/apt,1204,3,29,2020-03-16,0.38,7,317
1194568,"Roomy Art Deco flat, Fresnaye/Sea Point, Cape Town",6527833,Isa,,Ward 54,-33.92085,18.38632,Entire home/apt,1797,3,16,2019-12-23,0.22,1,173
1210387,Stunning 4br open plan holiday living in Cape Town,197150,Jean Pierre,,Ward 58,-33.97612,18.47868,Entire home/apt,3506,7,3,2018-08-14,0.07,1,0
1215459,Lagoon side living - a short stroll to the beach,6634043,Sarah,,Ward 55,-33.88576,18.48812,Entire home/apt,951,10,1,2017-01-05,0.02,2,0
1234685,Terrace Apartment,6732291,Peter,,Ward 54,-33.92027,18.39092,Entire home/apt,1797,5,8,2020-04-01,0.10,1,329
1236257,Bowden Palace | Big Room #1,6053919,James,,Ward 57,-33.94098,18.46999,Private room,401,3,31,2020-01-29,0.44,4,365
1241945,Merridew - Walking distance to Camps Bay Beach,6632489,Turnkey365,,Ward 54,-33.96088,18.37709,Entire home/apt,3912,4,6,2018-12-08,0.08,45,309
1253226,Gorgeous Villa with Sea Views,6632489,Turnkey365,,Ward 54,-33.95505,18.38254,Entire home/apt,5953,4,12,2020-03-10,0.20,45,358
1253312,Bakoven Bungalow with private beach access,6632489,Turnkey365,,Ward 54,-33.95982,18.37411,Entire home/apt,3154,4,6,2020-01-27,0.28,45,232
1257559,Private double room,3867415,Siobhan,,Ward 17,-33.99157,18.71148,Private room,542,1,1,2015-02-28,0.02,1,365
1259487,Camps Bay family home with sea views,6513551,Astrid,,Ward 54,-33.95947,18.38406,Entire home/apt,9597,5,7,2019-11-19,0.11,1,348
1277688,Summit  Place Poolside Master Suite,6953888,Summit Place Guest House,,Ward 71,-34.03608,18.43105,Private room,975,1,1,2016-05-26,0.02,5,326
1282324,"Light + simple apartment, Sea point, Cape Town",6871502,Celeste,,Ward 54,-33.91231,18.39421,Entire home/apt,801,5,3,2019-01-03,0.04,3,364
1285950,"Navine's Homestay, Economy Double",1354282,Navine,,Ward 63,-34.00812,18.5157,Shared room,453,5,0,,,6,364
1295788,Edwardian Apartment in Long Street,7046381,Wolfgang And Vanessa,,Ward 115,-33.92698,18.41345,Entire home/apt,758,2,138,2020-03-11,1.70,1,25
1298275,Magic Camps Bay Suite 1,7059452,Irmgard,,Ward 54,-33.95814,18.38714,Entire home/apt,1204,3,13,2020-02-09,0.16,2,266
1331150,Stylish Flat overlooking Noordhoek Beach,2280049,Catherine,,Ward 69,-34.13944,18.38524,Entire home/apt,749,2,12,2020-03-05,0.17,2,90
1331613,"Self Cater in Rondebosch, Cape Town",7223146,Wendy,,Ward 58,-33.97327,18.49164,Entire home/apt,1254,2,102,2020-02-23,1.26,2,365
1333749,sea view apartment,7231028,Barbara,,Ward 54,-33.95712,18.38302,Entire home/apt,1727,1,119,2020-03-02,1.50,2,365
1348581,Deluxe Double /with Breakfast,3006485,Gordon,,Ward 115,-33.91299,18.41547,Private room,758,2,4,2019-02-21,0.07,5,339
1380178,Beautiful Kloof Street Bachelor Pad,7474571,Lukas,,Ward 115,-33.93327,18.41026,Entire home/apt,617,2,3,2020-02-19,0.27,1,234
1389685,"Style, Comfort, Views, Location!",5460980,Karen,,Ward 23,-33.80808,18.46872,Entire home/apt,1501,3,106,2020-03-29,1.40,1,274
1399720,Franksplaces Juliet Loft Apartment,1191452,Frank & Maria,,Ward 115,-33.91067,18.40308,Entire home/apt,1099,5,15,2017-03-25,0.22,4,365
1410077,A heaven of peace and relaxation !,7603872,Adi,,Ward 69,-34.09757,18.36212,Entire home/apt,8603,7,5,2020-01-03,0.08,1,336
1420735,Villa Sunset,7648468,Michael,,Ward 15,-34.06342,18.8488,Entire home/apt,2670,7,1,2015-12-29,0.02,1,365
1460067,Loft apartment in the wine district,5234689,Richard,,Ward 16,-34.0368,18.72404,Entire home/apt,758,1,1,2014-01-01,0.01,1,0
1469709,Lovely 1-Bedroom De Waterkant Apt. WiFi included,1852795,Jenny,,Ward 115,-33.91483,18.41812,Entire home/apt,1304,5,20,2020-03-09,0.26,3,311
1487498,Spectacular Cape Town Views,7808003,Pierre,,Ward 77,-33.93767,18.401,Entire home/apt,855,5,14,2020-03-17,0.21,2,364
1495471,Private room at Mountview B&B,7849376,Joe,,Ward 54,-33.91864,18.39252,Private room,1198,1,5,2019-01-23,0.07,1,364
1501182,Beautiful room in the artiest house in Green Point,8019832,Carin,,Ward 115,-33.908,18.4086,Private room,279,1,151,2020-02-28,1.87,2,206
1513030,"Mountain villa: beach, views & nature",3528720,Tom,,Ward 64,-34.10528,18.46491,Entire home/apt,2198,3,160,2020-03-03,1.99,2,179
1519294,Spectacular Clifton 1st Beach Penthouse.,8109114,Margot,,Ward 54,-33.9352,18.3786,Entire home/apt,4236,4,55,2019-12-20,0.71,1,36
1521873,ACORN LODGE HOLIDAY HOUSE IN CAPE TOWN,8122621,June,,Ward 58,-33.96928,18.48059,Entire home/apt,3501,8,14,2020-03-23,0.27,1,158
1521927,Fynbos Hill - Modern beach retreat,8122892,Jenny,,Ward 61,-34.19871,18.37719,Entire home/apt,4353,3,18,2020-03-10,0.23,1,145
1522461,Kalk Bay Cottage ,3007248,Florian,,Ward 64,-34.12495,18.44915,Private room,2406,1,3,2014-05-12,0.04,19,365
1545544,"130 Ocean View Drive · Open Plan · 
180° Views",5410279,Adriaan,,Ward 54,-33.91445,18.39603,Entire home/apt,1392,5,34,2020-02-14,0.64,1,0
1554625,-MODERN-Light & Bright Apt with great VIEWS!,5766032,Mia,,Ward 77,-33.94012,18.42387,Entire home/apt,1656,1,3,2019-04-26,0.07,1,364
1557974,"Constantia Valley, comfortable room",8293590,Jon,,Ward 62,-34.01135,18.44751,Private room,592,1,8,2020-02-25,0.15,1,365
1560259,Large and Relaxed Family Home,4353511,Mary,,Ward 74,-34.02294,18.3746,Entire home/apt,2495,1,10,2020-02-26,0.15,1,365
1571355,Apartment with amazing viewsfor up to 5 guests,8355528,Andre,,Ward 61,-34.19611,18.42819,Entire home/apt,993,2,2,2019-04-22,0.09,3,357
1579442,Loft apartment with pool in central Cape Town,8402456,Scott,,Ward 115,-33.92266,18.41635,Entire home/apt,2009,5,22,2019-10-21,0.28,1,365
1587516,Newly renovated apartment in Sea Point,8463032,Tanya,,Ward 54,-33.91369,18.39511,Entire home/apt,4493,2,1,2020-02-10,0.28,1,363
1595157,Cape Point Cottage,8507045,Rosalind,,Ward 61,-34.25267,18.4742,Entire home/apt,1254,1,55,2020-03-22,0.70,2,358
1600360,Art Deco flat facing Table Mountain,8529723,Brent,,Ward 77,-33.92929,18.40508,Entire home/apt,1291,2,52,2020-02-13,0.67,1,365
1601147,Bright Spacious w/ Sea-view Patios,8443220,Donné,,Ward 54,-33.91622,18.39399,Entire home/apt,1744,4,12,2019-01-05,0.15,1,364
1616731,"Beautiful views, pool & balcony with dbl bedroom.",8603797,Nicky,,Ward 115,-33.91108,18.41112,Entire home/apt,1656,2,4,2013-12-11,0.05,1,363
1616826,Sunrise Vista Muizenberg,8128335,Elizabeth,,Ward 64,-34.11108,18.46539,Entire home/apt,470,1,13,2014-12-05,0.17,1,208
1617827,Entire home to rent in Cape Town,3098825,Daniel,,Ward 77,-33.93993,18.42901,Entire home/apt,3402,5,3,2019-01-05,0.04,1,365
1625734,Fabulous Villa in Peaceful Location in Constantia Wine Lands,8643899,Linda,,Ward 62,-34.03014,18.42844,Entire home/apt,5506,7,3,2020-01-12,0.17,4,195
1626659,Big Bay La Paloma - 2 bedroom suite,5646468,Madeleine,,Ward 23,-33.77989,18.45342,Private room,855,2,7,2020-03-07,0.09,3,169
1642108,Guinea Fowl House Kommetjie,8718245,Michele,,Ward 61,-34.13829,18.32878,Entire home/apt,3501,4,0,,,1,363
1643042,SWIFT EXECUTIVE STUDIO APARTMENT #8,8721830,Dencel,,Ward 57,-33.93249,18.46177,Entire home/apt,1117,1,13,2020-03-02,0.25,19,244
1643095,Junior Suite next to the beach,59342,Georg,,Ward 4,-33.85891,18.49011,Private room,2682,5,2,2015-04-07,0.03,5,208
1644384,Spacious Family Home in Claremont,8727158,Elmarie,,Ward 58,-33.97787,18.48628,Entire home/apt,2194,10,2,2019-01-03,0.03,1,340
1650251,Atlantic Beach Golf Estate CPT,8752708,Gemma,,Ward 23,-33.74271,18.45459,Entire home/apt,1498,120,0,,,1,365
1653819,"Market House, Flat 402.",7080534,Connell Davids,,Ward 115,-33.92213,18.41945,Entire home/apt,670,3,206,2020-03-22,2.61,1,358
